"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"de Carvalho A.C.; Schwarz M.; Souza G.S.; Gomes B.D.; Marques Rosa A.A.; Ventura A.M.R.S.; de Souza J.M.; Silveira L.C.L.; Kremers J.","de Carvalho, Aline Correa (55880804300); Schwarz, Martin (55881087100); Souza, Givago da Silva (57560194800); Gomes, Bruno Duarte (15022279700); Marques Rosa, Alexandre Antonio (9637263400); Ventura, Ana Maria Revoredo da Silva (55908705600); de Souza, Jose Maria (7103050680); Silveira, Luiz Carlos de Lima (35577484500); Kremers, Jan (57203054867)","55880804300; 55881087100; 57560194800; 15022279700; 9637263400; 55908705600; 7103050680; 35577484500; 57203054867","Multifocal electroretinography after high dose chloroquine therapy for malaria","2013","Journal of Ophthalmic and Vision Research","8","3","","193","198","5","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885464563&partnerID=40&md5=caaba80ae417f44145b14f7ea3ea9c12","Article","Final","","Scopus","2-s2.0-84885464563"
"Branco E.; Guimarães J.P.; Miglino M.A.; Lacreta A.C.C., Jr.; Ishizaki M.N.; Gomes B.D.; Muniz J.A.P.C.; Imbeloni A.; Fioretto E.T.; de Lima A.R.","Branco, Erika (35117514600); Guimarães, Juliana Plácido (35090150600); Miglino, Maria Angelica (7004508337); Lacreta, Antǒnio Carlos Cunha (36863883300); Ishizaki, Mirian Naomi (36660964200); Gomes, Bruno Duarte (15022279700); Muniz, José Augusto Pereira Carneiro (35586903900); Imbeloni, Aline (36194841700); Fioretto, Emerson Ticona (7003294663); de Lima, Ana Rita (8361087800)","35117514600; 35090150600; 7004508337; 36863883300; 36660964200; 15022279700; 35586903900; 36194841700; 7003294663; 8361087800","Ultrastructural aspects of lingual papillae in squirrel monkey (Saimiri sciureus)","2011","Microscopy Research and Technique","74","6","","484","487","3","11","10.1002/jemt.20935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956211267&doi=10.1002%2fjemt.20935&partnerID=40&md5=3291927b140f862ceaec8ed936d1761e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79956211267"
"Pedrosa L.R.R.; Leal L.C.P.; Muniz J.A.P.C.; Bastos C.D.O.; Gomes B.D.; Krejcová L.V.","Pedrosa, Laís Resque Russo (57566152600); Leal, Leon C. P. (58885289400); Muniz, José Augusto P. C. (35586903900); Bastos, Caio de Oliveira (58885289500); Gomes, Bruno D. (15022279700); Krejcová, Lane V. (57218311036)","57566152600; 58885289400; 35586903900; 58885289500; 15022279700; 57218311036","From imaging to precision: low cost and accurate determination of stereotactic coordinates for brain surgery Sapajus apella using MRI","2024","Frontiers in Neuroscience","18","","1324669","","","","0","10.3389/fnins.2024.1324669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184867371&doi=10.3389%2ffnins.2024.1324669&partnerID=40&md5=2ede26c633f66ac23b0f5f046b1493e6","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85184867371"
"Gomes B.D.; Souza G.S.; Rodrigues A.R.; Saito C.A.; da Silva Filho M.; Silveira L.C.L.","Gomes, Bruno Duarte (15022279700); Souza, Givago da Silva (57560194800); Rodrigues, Anderson Raiol (12768766500); Saito, Cézar Akiyoshi (7005050536); da Silva Filho, Manoel (8783869800); Silveira, Luiz Carlos de Lima (35577484500)","15022279700; 57560194800; 12768766500; 7005050536; 8783869800; 35577484500","Spatial luminance contrast sensitivity and color discrimination measured with transient visual evoked potential; [Estimativa da sensibilidade ao contraste espacial de luminância e discriminação de cores por meio do potencial provocado visual transiente]","2006","Psicologia USP","17","4","","63","85","22","0","10.1590/S0103-65642006000400004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650474602&doi=10.1590%2fS0103-65642006000400004&partnerID=40&md5=a2f41217bde780d16eaa7cd284e913e8","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-78650474602"
"Souza G.S.; Gomes B.D.; Lacerda E.M.C.B.; Saito C.A.; Filho M.D.S.; Silveira L.C.L.","Souza, Givago S. (57560194800); Gomes, Bruno D. (15022279700); Lacerda, Eliza Maria C.B. (54889762000); Saito, Cézar A. (7005050536); Filho, Manoel Da Silva (8783869800); Silveira, Luiz Carlos L. (35577484500)","57560194800; 15022279700; 54889762000; 7005050536; 8783869800; 35577484500","Amplitude of the transient visual evoked potential (tVEP) as a function of achromatic and chromatic contrast: Contribution of different visual pathways","2008","Visual Neuroscience","25","3","","317","325","8","29","10.1017/S0952523808080243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749151835&doi=10.1017%2fS0952523808080243&partnerID=40&md5=288ceb0d47f36535af0a0272d950d9a8","Conference paper","Final","","Scopus","2-s2.0-46749151835"
"Costa K.H.A.; Gomes B.D.; de Lima Silveira L.C.; da Silva Souza G.; da Silva Martins I.C.V.; da Costa Brito Lacerda E.M.; de Farias Rocha F.A.","Costa, Kelly Helorany Alves (57190007345); Gomes, Bruno Duarte (15022279700); de Lima Silveira, Luiz Carlos (55211983800); da Silva Souza, Givago (57560194800); da Silva Martins, Isabelle Christine Vieira (57200602942); da Costa Brito Lacerda, Eliza Maria (54889762000); de Farias Rocha, Fernando Allan (16231200100)","57190007345; 15022279700; 55211983800; 57560194800; 57200602942; 54889762000; 16231200100","Ganglion cells and displaced amacrine cells density in the retina of the collared peccary (Pecari tajacu)","2020","PLoS ONE","15","10 October","e0239719","","","","5","10.1371/journal.pone.0239719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092248928&doi=10.1371%2fjournal.pone.0239719&partnerID=40&md5=d2fbfa62d6ed5356b24c675fef29ab82","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85092248928"
"Méndez I.C.; Martín A.; Charmichael T.L.; Jacob M.M.; Lacerda E.M.C.B.; Gomes B.D.; Fitzgerald M.E.C.; Ventura D.F.; Silveira L.C.L.; O'Donel B.M.; Souza G.S.","Méndez, Iñaki Cormenzana (57190679145); Martín, Andrés (55708404600); Charmichael, Teaire L. (57190676673); Jacob, Mellina M. (56567388100); Lacerda, Eliza M. C. B. (54889762000); Gomes, Bruno D. (15022279700); Fitzgerald, Malinda E. C. (55354788900); Ventura, Dora F. (7005483553); Silveira, Luiz C. L. (35577484500); O'Donel, Beatriz M. (57190676742); Souza, Givago S. (57560194800)","57190679145; 55708404600; 57190676673; 56567388100; 54889762000; 15022279700; 55354788900; 7005483553; 35577484500; 57190676742; 57560194800","Color discrimination is affected by modulation of luminance noise in pseudoisochromatic stimuli","2016","Frontiers in Psychology","7","JUL","1006","","","","14","10.3389/fpsyg.2016.01006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982224477&doi=10.3389%2ffpsyg.2016.01006&partnerID=40&md5=439a174c56d944ae2af7bcfaf1e37b48","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84982224477"
"Srinivasan K.; Lowet E.; Gomes B.; Desimone R.","Srinivasan, Karthik (57189235644); Lowet, Eric (55516127600); Gomes, Bruno (15022279700); Desimone, Robert (56238587200)","57189235644; 55516127600; 15022279700; 56238587200","Stimulus representations in visual cortex shaped by spatial attention and microsaccades","2025","Proceedings of the National Academy of Sciences of the United States of America","122","22","e2420704122","","","","3","10.1073/pnas.2420704122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007052887&doi=10.1073%2fpnas.2420704122&partnerID=40&md5=3bd98ab830e07a51bc23d42f8a7c40ea","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105007052887"
"Martins Neto A.P.; Tavares A.L.S.; Formigosa L.F.; Gomes B.D.; Gonçalves L.R.B.; Viegas B.M.","Martins Neto, Artur Pedro (59294635700); Tavares, Ana Luiza Souza (60042137900); Formigosa, Lucas Figueiredo (60042344200); Gomes, Bruno Duarte (15022279700); Gonçalves, Luciana Rocha Barros (7103169186); Viegas, Bruno Marques (57216501052)","59294635700; 60042137900; 60042344200; 15022279700; 7103169186; 57216501052","Enzymatic Synthesis of Amoxicillin in a Batch Reactor: Mathematical Modeling, Sensitivity Analysis, and Experimental Validation","2025","ACS Omega","10","29","","31896","31907","11","2","10.1021/acsomega.5c03288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013340712&doi=10.1021%2facsomega.5c03288&partnerID=40&md5=082bda9751695c3fcbc345a2e9e877ae","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105013340712"
"De Farias Rocha F.A.; Gomes B.D.; De Lima Silveira L.C.; Martins S.L.; Aguiar R.G.; De Souza J.M.; Ventura D.F.","De Farias Rocha, Fernando Allan (16231200100); Gomes, Bruno Duarte (15022279700); De Lima Silveira, Luiz Carlos (55211983800); Martins, Sonia Limara (56393939200); Aguiar, Renata Genaro (48661860500); De Souza, John Manuel (35601683000); Ventura, Dora Fix (7005483553)","16231200100; 15022279700; 55211983800; 56393939200; 48661860500; 35601683000; 7005483553","Spectral sensitivity measured with electroretinogram using a constant response method","2016","PLoS ONE","11","1","e0147318","","","","31","10.1371/journal.pone.0147318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958212885&doi=10.1371%2fjournal.pone.0147318&partnerID=40&md5=8dd652e655481ee9cf8b031fa9e98d92","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84958212885"
"Silveira V.D.A.; Souza G.D.S.; Gomes B.D.; Rodrigues A.R.; De Silveira L.C.D.L.","Silveira, Vladímir De Aquino (55659454600); Souza, Givago Da Silva (57560194800); Gomes, Bruno Duarte (15022279700); Rodrigues, Anderson Raiol (12768766500); De Silveira, Luiz Carlos De Lima (56150255500)","55659454600; 57560194800; 15022279700; 12768766500; 56150255500","Joint entropy for space and spatial frequency domains estimated from psychometric functions of achromatic discrimination","2014","PLoS ONE","9","1","e86579","","","","0","10.1371/journal.pone.0086579","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899786194&doi=10.1371%2fjournal.pone.0086579&partnerID=40&md5=c51574407b9dcd2194e4eaf8aafb4bb2","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84899786194"
"Macedo A.D.E.S.; Ferreira T.M.; Krejcová L.V.; Rocha F.A.D.F.; Silva J.K.R.D.; Pedrosa L.R.R.; Gomes B.D.","Macedo, Adrielle do Espírito Santos (60011580400); Ferreira, Thayná Moraes (60011867700); Krejcová, Lane Viana (57218311036); Rocha, Fernando Allan de Farias (16231200100); Silva, Joyce Kelly R. da (60012004900); Pedrosa, Laís Resque Russo (57566152600); Gomes, Bruno Duarte (15022279700)","60011580400; 60011867700; 57218311036; 16231200100; 60012004900; 57566152600; 15022279700","Neuroprotective effects of essential oils in animal models of Alzheimer's and Parkinson's disease: a systematic review","2025","PeerJ","","","e19643","","","","2","10.7717/peerj.19643","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011504270&doi=10.7717%2fpeerj.19643&partnerID=40&md5=187dadfc8fd3b0cd9a5e23a9fab63ad1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105011504270"
"Siravenha A.C.Q.; Reis M.N.F.; Cordeiro I.; Tourinho R.A.; Gomes B.D.; Carvalho S.R.","Siravenha, Ana C.Q. (50861781600); Reis, Mylena N.F. (57215364450); Cordeiro, Iraquitan (57215352650); Tourinho, Renan Arthur (57215350735); Gomes, Bruno D. (15022279700); Carvalho, Schubert R. (56404164400)","50861781600; 57215364450; 57215352650; 57215350735; 15022279700; 56404164400","Residual MLP network for mental fatigue classification in mining workers from brain data","2019","Proceedings - 2019 Brazilian Conference on Intelligent Systems, BRACIS 2019","","","8923986","407","412","5","6","10.1109/BRACIS.2019.00078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077075534&doi=10.1109%2fBRACIS.2019.00078&partnerID=40&md5=4d7398c723097f2871a594897eb75fe9","Conference paper","Final","","Scopus","2-s2.0-85077075534"
"da Silva A.G.; de Oliveira R.P.; de Oliveira Bastos C.; de Carvalho E.A.; Gomes B.D.","da Silva, Arthur Gonsales (58895927600); de Oliveira, Roger Pinho (58895047400); de Oliveira Bastos, Caio (58895705600); de Carvalho, Elena Almeida (58896145700); Gomes, Bruno Duarte (15022279700)","58895927600; 58895047400; 58895705600; 58896145700; 15022279700","A mobile hybrid deep learning approach for classifying 3D-like representations of Amazonian lizards","2025","Frontiers in Artificial Intelligence","8","","1524380","","","","1","10.3389/frai.2025.1524380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014522165&doi=10.3389%2ffrai.2025.1524380&partnerID=40&md5=8d99bcf22297eabfee28950bb80eed4d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105014522165"
"Lima M.G.; Gomes B.D.; Ventura D.F.; de Lima Silveira L.C.","Lima, Monica Gomes (24461827200); Gomes, Bruno Duarte (15022279700); Ventura, Dora Fix (7005483553); de Lima Silveira, Luiz Carlos (35577484500)","24461827200; 15022279700; 7005483553; 35577484500","Methods used in the psychophysical assessment of human color vision; [Métodos utilizados na avaliação psicofísica da visão de cores humana]","2011","Psicologia USP","22","1","","197","222","25","2","10.1590/S0103-65642011005000002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955435061&doi=10.1590%2fS0103-65642011005000002&partnerID=40&md5=893365824dc989a65bd07a3b8ea68577","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79955435061"
"Gomes B.D.; Souza G.S.; Saito C.A.; Da Silva Filho M.; Rodrigues A.R.; Ventura D.F.; Silveira L.C.L.","Gomes, B.D. (15022279700); Souza, G.S. (57560194800); Saito, C.A. (7005050536); Da Silva Filho, M. (8783869800); Rodrigues, A.R. (12768766500); Ventura, D.F. (7005483553); Silveira, L.C.L. (35577484500)","15022279700; 57560194800; 7005050536; 8783869800; 12768766500; 7005483553; 35577484500","Cone contrast influence on components of the pattern onset/offset VECP","2010","Ophthalmic and Physiological Optics","30","5","","518","524","6","10","10.1111/j.1475-1313.2010.00751.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956156592&doi=10.1111%2fj.1475-1313.2010.00751.x&partnerID=40&md5=efd31eb13b33be2dbba4cf071962ad93","Conference paper","Final","","Scopus","2-s2.0-77956156592"
"Souza G.S.; Gomes B.D.; Lacerda E.M.C.B.; Saito C.A.; da Silva Filho M.; Silveira L.C.L.","Souza, Givago S. (57560194800); Gomes, Bruno D. (15022279700); Lacerda, Eliza Maria C.B. (54889762000); Saito, Cézar A. (7005050536); da Silva Filho, Manoel (8783869800); Silveira, Luiz Carlos L. (35577484500)","57560194800; 15022279700; 54889762000; 7005050536; 8783869800; 35577484500","Contrast sensitivity of pattern transient VEP components: Contribution from M and P pathways","2013","Psychology and Neuroscience","6","2","","191","198","7","11","10.3922/j.psns.2013.2.07","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887856822&doi=10.3922%2fj.psns.2013.2.07&partnerID=40&md5=d4c85aa6dd65d0152f391568adc24223","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84887856822"
"de Almeida I.N.F.; de Almeida L.N.F.; Sobrinho E.F.A.; Gomes B.D.; Souza G.S.; Rosa A.A.M.; Silveira L.L.","de Almeida, Izabela Negrão Frota (50560939600); de Almeida, Luciana Negrão Frota (14048021500); Sobrinho, Edmundo Frota de Almeida (16203897300); Gomes, Bruno Duarte (15022279700); Souza, Givago da Silva (57560194800); Rosa, Alexandre Antonio Marques (58699040600); Silveira, Luiz Carlos L. (35577484500)","50560939600; 14048021500; 16203897300; 15022279700; 57560194800; 58699040600; 35577484500","Optical coherence tomography and multifocal electroretinography of patients with advanced neovascular age-related macular degeneration before, during, and after treatment with ranibizumab","2015","Arquivos Brasileiros de Oftalmologia","78","2","","105","109","4","5","10.5935/0004-2749.20150027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942597457&doi=10.5935%2f0004-2749.20150027&partnerID=40&md5=0d762e3cd10431fcd3f0e0d6d4a6fd58","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84942597457"
"Souza G.S.; Gomes B.D.; Saito C.A.; Da Silva Filho M.; Silveira L.C.L.","Souza, Givago S. (57560194800); Gomes, Bruno D. (15022279700); Saito, Cézar A. (7005050536); Da Silva Filho, Manoel (8783869800); Silveira, Luiz Carlos L. (35577484500)","57560194800; 15022279700; 7005050536; 8783869800; 35577484500","Spatial luminance contrast sensitivity measured with transient VEP: Comparison with psychophysics and evidence of multiple mechanisms","2007","Investigative Ophthalmology and Visual Science","48","7","","3396","3404","8","47","10.1167/iovs.07-0018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548078763&doi=10.1167%2fiovs.07-0018&partnerID=40&md5=fbe79658b7804d260f051e72b5cf485a","Article","Final","","Scopus","2-s2.0-34548078763"
"Araújo C.S.; Souza G.S.; Gomes B.D.; Silveira L.C.L.","Araújo, Carolina S. (24461189600); Souza, Givago S. (57560194800); Gomes, Bruno D. (15022279700); Silveira, Luiz Carlos L. (35577484500)","24461189600; 57560194800; 15022279700; 35577484500","Visual Evoked Cortical Potential (VECP) Elicited by Sinusoidal Gratings Controlled by Pseudo-Random Stimulation","2013","PLoS ONE","8","8","e70207","","","","5","10.1371/journal.pone.0070207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881183522&doi=10.1371%2fjournal.pone.0070207&partnerID=40&md5=d08c017ad59203f4ca8f83cd817e2a5d","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84881183522"
"Mendes T.S.; de Almeida Sobrinho E.F.; Rosa A.A.M.; Anjos L.M.; Costa G.M.; de Silva Souza G.; Duarte Gomes B.; Saito C.A.; da Silva Filho M.; de Lima Silveira L.C.","Mendes, Thaís Sousa (55579739800); de Almeida Sobrinho, Edmundo Frota (9632343700); Rosa, Alexandre Antonio Marques (58699040600); Anjos, Laiza Medeiros (36641844100); Costa, Genilma Matos (35190289000); de Silva Souza, Givago (57560194800); Duarte Gomes, Bruno (15022279700); Saito, Cézar Akiyoshi (7005050536); da Silva Filho, Manoel (8783869800); de Lima Silveira, Luiz Carlos (35577484500)","55579739800; 9632343700; 58699040600; 36641844100; 35190289000; 57560194800; 15022279700; 7005050536; 8783869800; 35577484500","Dengue maculopathy: Visual electrophysiology and optical coherence tomography","2009","Documenta Ophthalmologica","119","2","","145","155","10","5","10.1007/s10633-009-9178-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349737722&doi=10.1007%2fs10633-009-9178-5&partnerID=40&md5=a72b888c4da2f73fd9a07c43e2e46b64","Article","Final","","Scopus","2-s2.0-70349737722"
